id,name,pocket,price,machine,tm,hm,tr,key_item,berry,ordinary_pool,tm_pool,held_pool,invalid,random_exception,non_randomize
TM87,TM87,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM88,TM88,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM89,TM89,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM90,TM90,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM91,TM91,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM92,TM92,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM93,TM93,4,50000,true,true,false,false,false,false,false,true,false,false,false,false
TM94,TM94,4,30000,true,true,false,false,false,false,false,true,false,false,false,true
TM95,TM95,4,10000,true,true,false,false,false,false,false,true,false,false,false,false
TM96,TM96,4,30000,true,true,false,false,false,false,false,true,false,false,false,false
TM97,TM97,4,30000,true,true,false,false,false,false,false,true,false,false,false,false
TM98,TM98,4,30000,true,true,false,false,false,false,false,true,false,false,false,false
TM99,TM99,4,30000,true,true,false,false,false,false,false,true,false,false,false,false
TOWNMAP,Town Map,8,0,false,false,false,false,true,false,false,false,false,false,false,false
TOXICBALL,Toxic Ball,3,4000,false,false,false,false,false,false,true,false,false,false,false,false
TOXICORB,Toxic Orb,1,4000,false,false,false,false,false,false,true,false,true,false,false,false
TOXICPLATE,Toxic Plate,1,1000,false,false,false,false,false,false,true,false,false,false,false,false
TRADEBALL,Boost Ball,3,500,false,false,false,false,false,false,true,false,false,false,false,false
TRANSGENDERSTONE,Gender Stone,1,2100,false,false,false,false,false,false,true,false,false,false,false,false
TUNNELMAIL,Tunnel Mail,6,50,false,false,false,false,false,false,true,false,false,false,false,false
TWISTEDSPOON,Twisted Spoon,1,1000,false,false,false,false,false,false,true,false,true,false,false,false
ULTRABALL,Ultra Ball,3,800,false,false,false,false,false,false,true,false,false,false,false,false
UNKNOWN,Thing,1,50,false,false,false,false,false,false,true,false,false,false,false,false
UPGRADE,Upgrade,1,2000,false,false,false,false,false,false,true,false,false,false,false,false
VIRUSBALL,Virus Ball,3,800,false,false,false,false,false,false,true,false,false,false,false,false
WACANBERRY,Wacan Berry,5,20,false,false,false,false,false,true,true,false,true,false,false,false
WAILMERPAIL,Wailmer Pail,8,0,false,false,false,false,true,false,false,false,false,false,false,false
WATERGEM,Water Gem,1,200,false,false,false,false,false,false,true,false,true,false,false,false
WATERSTONE,Water Stone,1,5000,false,false,false,false,false,false,true,false,false,false,false,false
WATMELBERRY,Watmel Berry,5,20,false,false,false,false,false,true,true,false,false,false,false,false
WAVEINCENSE,Wave Incense,1,2000,false,false,false,false,false,false,true,false,true,false,false,false
WEAKNESSPOLICY,Weakness Policy,1,1000,false,false,false,false,false,false,true,false,false,false,false,false
WEPEARBERRY,Wepear Berry,5,20,false,false,false,false,false,true,true,false,false,false,false,false
WHIPPEDDREAM,Whipped Dream,1,2000,false,false,false,false,false,false,true,false,false,false,false,false
WHITEAPRICORN,White Apricorn,1,20,false,false,false,false,false,false,true,false,false,false,false,false
WHITEFLAG,White Flag,1,200,false,false,false,false,false,false,true,false,false,false,false,false
WHITEFLUTE,White Flute,1,500,false,false,false,false,false,false,true,false,false,false,false,false
WHITEHERB,White Herb,1,2000,false,false,false,false,false,false,true,false,true,false,false,false
WIDELENS,Wide Lens,1,4000,false,false,false,false,false,false,true,false,true,false,false,false
WIKIBERRY,Wiki Berry,5,20,false,false,false,false,false,true,true,false,true,false,false,false
WISEGLASSES,Wise Glasses,1,4000,false,false,false,false,false,false,true,false,true,false,false,false
WOODENPLANKS,Wooden Planks,8,0,false,false,false,false,true,false,false,false,false,false,false,false
XACCURACY,X Accuracy,7,1000,false,false,false,false,false,false,true,false,false,false,false,false
XACCURACY2,XX Accuracy,7,0,false,false,false,false,false,false,true,false,false,false,false,false
XACCURACY3,XXX Accuracy,7,0,false,false,false,false,false,false,true,false,false,false,false,false
XACCURACY6,XXXX Accuracy,7,0,false,false,false,false,false,false,true,false,false,false,false,false
XATTACK,X Attack,7,1000,false,false,false,false,false,false,true,false,false,false,false,false
XATTACK2,XX Attack,7,0,false,false,false,false,false,false,true,false,false,false,false,false
XATTACK3,XXX Attack,7,0,false,false,false,false,false,false,true,false,false,false,false,false
XATTACK6,XXXX Attack,7,0,false,false,false,false,false,false,true,false,false,false,false,false
XDEFENSE,X Defense,7,2000,false,false,false,false,false,false,true,false,false,false,false,false
XDEFENSE2,XX Defense,7,0,false,false,false,false,false,false,true,false,false,false,false,false
XDEFENSE3,XXX Defense,7,0,false,false,false,false,false,false,true,false,false,false,false,false
XDEFENSE6,XXXX Defense,7,0,false,false,false,false,false,false,true,false,false,false,false,false
XSPATK,X Sp. Atk,7,1000,false,false,false,false,false,false,true,false,false,false,false,false
XSPATK2,XX Sp. Atk,7,0,false,false,false,false,false,false,true,false,false,false,false,false
XSPATK3,XXX Sp. Atk,7,0,false,false,false,false,false,false,true,false,false,false,false,false
XSPATK6,XXXX Sp. Atk,7,0,false,false,false,false,false,false,true,false,false,false,false,false
XSPDEF,X Sp. Def,7,2000,false,false,false,false,false,false,true,false,false,false,false,false
XSPDEF2,XX Sp. Def,7,0,false,false,false,false,false,false,true,false,false,false,false,false
XSPDEF3,XXX Sp. Def,7,0,false,false,false,false,false,false,true,false,false,false,false,false
XSPDEF6,XXXX Sp. Def,7,0,false,false,false,false,false,false,true,false,false,false,false,false
XSPEED,X Speed,7,1000,false,false,false,false,false,false,true,false,false,false,false,false
XSPEED2,XX Speed,7,0,false,false,false,false,false,false,true,false,false,false,false,false
XSPEED3,XXX Speed,7,0,false,false,false,false,false,false,true,false,false,false,false,false
XSPEED6,XXXX Speed,7,0,false,false,false,false,false,false,true,false,false,false,false,false
YACHEBERRY,Yache Berry,5,20,false,false,false,false,false,true,true,false,true,false,false,false
YELLOWAPRICORN,Yellow Apricorn,1,20,false,false,false,false,false,false,true,false,false,false,false,false
YELLOWFLUTE,Yellow Flute,7,300,false,false,false,false,false,false,true,false,false,false,false,false
YELLOWNECTAR,Yellow Nectar,2,400,false,false,false,false,false,false,true,false,false,false,false,false
YELLOWSCARF,Yellow Scarf,1,100,false,false,false,false,false,false,true,false,false,false,false,false
YELLOWSHARD,Yellow Shard,1,200,false,false,false,false,false,false,true,false,false,false,false,false
ZAPPLATE,Zap Plate,1,1000,false,false,false,false,false,false,true,false,false,false,false,false
ZINC,Zinc,2,10000,false,false,false,false,false,false,true,false,false,false,false,false
ZOOMLENS,Zoom Lens,1,4000,false,false,false,false,false,false,true,false,true,false,false,false
