record_type,identity,value_1,value_2,value_3,value_4,value_5,value_6,value_7,detail
resource_source_call,052_InfiniteFusion/Gameplay/0_Utilities/OutfitUtils.rb:181,pbReceiveItem,authored_gift_or_randomized_tm_gift,Kernel.pbReceiveItem(:CLOTHESDYEKIT),,,,,
resource_source_call,052_InfiniteFusion/Gameplay/0_Utilities/RepairUtils.rb:135,pbReceiveItem,authored_gift_or_randomized_tm_gift,pbReceiveItem(:HM08),,,,,
resource_source_call,052_InfiniteFusion/Gameplay/0_Utilities/RepairUtils.rb:140,pbReceiveItem,authored_gift_or_randomized_tm_gift,pbReceiveItem(:HM01),,,,,
resource_source_call,052_InfiniteFusion/Gameplay/0_Utilities/RepairUtils.rb:145,pbReceiveItem,authored_gift_or_randomized_tm_gift,pbReceiveItem(:HM04),,,,,
resource_source_call,052_InfiniteFusion/Gameplay/0_Utilities/RepairUtils.rb:150,pbReceiveItem,authored_gift_or_randomized_tm_gift,pbReceiveItem(:HM03),,,,,
resource_source_call,052_InfiniteFusion/Gameplay/0_Utilities/RepairUtils.rb:155,pbReceiveItem,authored_gift_or_randomized_tm_gift,pbReceiveItem(:HM07),,,,,
resource_source_call,052_InfiniteFusion/Gameplay/0_Utilities/RepairUtils.rb:160,pbReceiveItem,authored_gift_or_randomized_tm_gift,pbReceiveItem(:HM02),,,,,
resource_source_call,052_InfiniteFusion/Gameplay/0_Utilities/RepairUtils.rb:165,pbReceiveItem,authored_gift_or_randomized_tm_gift,pbReceiveItem(:HM05),,,,,
resource_source_call,052_InfiniteFusion/Gameplay/0_Utilities/RepairUtils.rb:170,pbReceiveItem,authored_gift_or_randomized_tm_gift,pbReceiveItem(:HM06),,,,,
resource_source_call,052_InfiniteFusion/Gameplay/0_Utilities/RepairUtils.rb:175,pbReceiveItem,authored_gift_or_randomized_tm_gift,pbReceiveItem(:HM10),,,,,
resource_source_call,052_InfiniteFusion/Gameplay/0_Utilities/RepairUtils.rb:226,pbReceiveItem,authored_gift_or_randomized_tm_gift,pbReceiveItem(:INFINITESPLICERS),,,,,
resource_source_call,052_InfiniteFusion/Gameplay/0_Utilities/RepairUtils.rb:229,pbReceiveItem,authored_gift_or_randomized_tm_gift,pbReceiveItem(:INFINITESPLICERS2),,,,,
resource_source_call,052_InfiniteFusion/Gameplay/Items/New HMs.rb:67,pbItemBall,randomized_ground_or_explicit_bypass,"Kernel.pbItemBall(itemsList[i],1,nil,false)",,,,,
resource_source_call,052_InfiniteFusion/Gameplay/Items/New HMs.rb:85,pbItemBall,randomized_ground_or_explicit_bypass,"Kernel.pbItemBall(itemsList[i],1,nil,false)",,,,,
resource_source_call,052_InfiniteFusion/Gameplay/Items/New Items effects.rb:471,pbReceiveItem,authored_gift_or_randomized_tm_gift,pbReceiveItem(:REPEL),,,,,
resource_source_call,052_InfiniteFusion/Gameplay/Items/New Items effects.rb:1053,pbStoreItem,direct_bag_write,"$PokemonBag.pbStoreItem(it1, 1)",,,,,
resource_source_call,052_InfiniteFusion/Gameplay/Items/New Items effects.rb:1056,pbStoreItem,direct_bag_write,"$PokemonBag.pbStoreItem(it2, 1)",,,,,
resource_source_call,052_InfiniteFusion/Gameplay/Items/New Items effects.rb:1963,pbStoreItem,direct_bag_write,"$PokemonBag.pbStoreItem(it1, 1) if it1 != nil",,,,,
resource_source_call,052_InfiniteFusion/Gameplay/Items/New Items effects.rb:1964,pbStoreItem,direct_bag_write,"$PokemonBag.pbStoreItem(it2, 1) if it2 != nil",,,,,
resource_source_call,052_InfiniteFusion/Gameplay/Overworld/Events/OverworldEventUtils.rb:327,pbReceiveItem,authored_gift_or_randomized_tm_gift,pbReceiveItem(:PEARL),,,,,
resource_source_call,052_InfiniteFusion/Gameplay/Overworld/Events/OverworldEventUtils.rb:329,pbReceiveItem,authored_gift_or_randomized_tm_gift,pbReceiveItem(:HEARTSCALE),,,,,
resource_source_call,052_InfiniteFusion/Gameplay/Overworld/Events/OverworldEventUtils.rb:480,pbPokemonMart,filtered_standard_mart,"pbPokemonMart(stock, _INTL(""It's a vending machine. What do you want to buy?""), true, _INTL(""""), _INTL(""Purchase anything else?""))",,,,,
resource_source_call,052_InfiniteFusion/Gameplay/Quests/QuestLogScript.rb:559,pbReceiveItem,authored_gift_or_randomized_tm_gift,"pbReceiveItem(reward.item, reward.quantity)",,,,,
resource_source_call,052_InfiniteFusion/Gameplay/Quests/QuestUtils.rb:54,pbReceiveItem,authored_gift_or_randomized_tm_gift,"pbReceiveItem(item, quantity)",,,,,
resource_source_call,052_InfiniteFusion/Gameplay/Quests/TRQuests.rb:35,pbReceiveItem,authored_gift_or_randomized_tm_gift,Kernel.pbReceiveItem(:ROCKETUNIFORM),,,,,
resource_source_call,053_PIF_Hoenn/Contests/Pokemon Contests/009_Results.rb:73,pbReceiveItem,authored_gift_or_randomized_tm_gift,pbReceiveItem(GameData::Item.get(ContestSettings::CONTEST_OTHER_PRIZE[@category][@rank])),,,,,
resource_source_call,053_PIF_Hoenn/Contests/Pokemon Contests/015_Fans.rb:66,pbReceiveItem,authored_gift_or_randomized_tm_gift,pbReceiveItem(items[rand(items.length)]),,,,,
resource_source_call,053_PIF_Hoenn/Contests/TDW Berry Core and Dex/003_BerryDex.rb:166,pbStoreItem,direct_bag_write,dex_list.length.times { |i| $PokemonBag.pbStoreItem(dex_list[i].id) },,,,,
resource_source_call,053_PIF_Hoenn/PokeNav/Challenges/ChallengesUI/ChallengeAppScene.rb:127,pbReceiveItem,authored_gift_or_randomized_tm_gift,"pbReceiveItem(item_reward[0], quantity)",,,,,
resource_source_call,053_PIF_Hoenn/TrainerRematches/TrainerRematch_Menus.rb:144,pbReceiveItem,authored_gift_or_randomized_tm_gift,pbReceiveItem(item),,,,,
starter_slot,starter:0,1,wild,"[:starter, 0]",choice-exclusive; fused starters cannot unfuse,,,,
starter_slot,starter:1,4,wild,"[:starter, 1]",choice-exclusive; fused starters cannot unfuse,,,,
starter_slot,starter:2,7,wild,"[:starter, 2]",choice-exclusive; fused starters cannot unfuse,,,,
encounter_slot,GameData::Encounter,5,0,LandDay,1,WURMPLE,40,2,3
encounter_slot,GameData::Encounter,5,0,LandDay,2,ZIGZAGOON,37,2,3
encounter_slot,GameData::Encounter,5,0,LandDay,3,POOCHYENA,20,2,3
encounter_slot,GameData::Encounter,5,0,LandDay,4,EEVEE,3,2,3
encounter_slot,GameData::Encounter,5,0,LandMorning,1,WURMPLE,60,2,3
encounter_slot,GameData::Encounter,5,0,LandMorning,2,ZIGZAGOON,27,2,3
encounter_slot,GameData::Encounter,5,0,LandMorning,3,POOCHYENA,10,2,3
encounter_slot,GameData::Encounter,5,0,LandMorning,4,EEVEE,3,2,3
encounter_slot,GameData::Encounter,5,0,LandNight,1,POOCHYENA,57,2,3
encounter_slot,GameData::Encounter,5,0,LandNight,2,WURMPLE,30,2,3
encounter_slot,GameData::Encounter,5,0,LandNight,3,ZIGZAGOON,10,2,3
encounter_slot,GameData::Encounter,5,0,LandNight,4,EEVEE,3,2,3
encounter_slot,GameData::Encounter,5,0,LandSunny,1,ZIGZAGOON,100,2,3
encounter_slot,GameData::Encounter,5,0,LandRain,1,WURMPLE,100,2,3
encounter_slot,GameData::Encounter,5,0,LandWind,1,POOCHYENA,100,2,3
encounter_slot,GameData::Encounter,5,0,LandStorm,1,POOCHYENA,100,2,3
encounter_slot,GameData::Encounter,5,0,LandFog,1,WURMPLE,100,2,3
encounter_slot,GameData::Encounter,6,0,Water,1,TENTACOOL,60,5,35
encounter_slot,GameData::Encounter,6,0,Water,2,WINGULL,35,10,30
encounter_slot,GameData::Encounter,6,0,Water,3,PELIPPER,5,25,30
encounter_slot,GameData::Encounter,6,0,WaterNight,1,TENTACOOL,60,5,35
encounter_slot,GameData::Encounter,6,0,WaterNight,2,STARYU,40,10,30
encounter_slot,GameData::Encounter,6,0,OldRod,1,MAGIKARP,50,5,10
encounter_slot,GameData::Encounter,6,0,OldRod,2,TENTACOOL,30,5,10
encounter_slot,GameData::Encounter,6,0,OldRod,3,LUVDISC,20,5,10
encounter_slot,GameData::Encounter,6,0,GoodRod,1,MAGIKARP,40,10,30
encounter_slot,GameData::Encounter,6,0,GoodRod,2,LUVDISC,20,10,30
encounter_slot,GameData::Encounter,6,0,GoodRod,3,TENTACOOL,20,10,30
encounter_slot,GameData::Encounter,6,0,GoodRod,4,WAILMER,20,10,30
encounter_slot,GameData::Encounter,6,0,SuperRod,1,WAILMER,60,20,45
encounter_slot,GameData::Encounter,6,0,SuperRod,2,LUVDISC,40,20,45
encounter_slot,GameData::Encounter,7,0,Water,1,MARILL,70,5,35
encounter_slot,GameData::Encounter,7,0,Water,2,LOTAD,25,5,10
encounter_slot,GameData::Encounter,7,0,Water,3,LOMBRE,5,20,30
encounter_slot,GameData::Encounter,7,0,WaterSunny,1,HOPPIP,80,15,15
encounter_slot,GameData::Encounter,7,0,WaterSunny,2,BEAUTIFLY,20,20,25
encounter_slot,GameData::Encounter,7,0,WaterRain,1,MARILL,65,5,35
encounter_slot,GameData::Encounter,7,0,WaterRain,2,SURSKIT,20,20,25
encounter_slot,GameData::Encounter,7,0,WaterRain,3,AZUMARILL,15,20,35
encounter_slot,GameData::Encounter,7,0,WaterWind,1,HOPPIP,75,20,25
encounter_slot,GameData::Encounter,7,0,WaterWind,2,SKIPLOOM,25,20,30
encounter_slot,GameData::Encounter,7,0,WaterStorm,1,SKIPLOOM,100,20,30
encounter_slot,GameData::Encounter,7,0,WaterFog,1,WINGULL,100,25,35
encounter_slot,GameData::Encounter,7,0,OldRod,1,MAGIKARP,70,5,10
encounter_slot,GameData::Encounter,7,0,OldRod,2,CORPHISH,30,5,10
encounter_slot,GameData::Encounter,7,0,GoodRod,1,MAGIKARP,60,10,30
encounter_slot,GameData::Encounter,7,0,GoodRod,2,CORPHISH,20,10,30
encounter_slot,GameData::Encounter,7,0,GoodRod,3,GOLDEEN,20,10,30
encounter_slot,GameData::Encounter,7,0,SuperRod,1,CORPHISH,100,20,45
encounter_slot,GameData::Encounter,10,0,Land,1,POOCHYENA,30,3,4
encounter_slot,GameData::Encounter,10,0,Land,2,WURMPLE,30,3,4
encounter_slot,GameData::Encounter,10,0,Land,3,ZIGZAGOON,15,3,4
encounter_slot,GameData::Encounter,10,0,Land,4,LOTAD,10,2,4
encounter_slot,GameData::Encounter,10,0,Land,5,SEEDOT,10,3,3
encounter_slot,GameData::Encounter,10,0,Land,6,RALTS,5,4,4
encounter_slot,GameData::Encounter,10,0,LandSunny,1,FLETCHLING,100,3,4
encounter_slot,GameData::Encounter,10,0,LandRain,1,SURSKIT,70,3,4
encounter_slot,GameData::Encounter,10,0,LandRain,2,LOTAD,30,2,4
encounter_slot,GameData::Encounter,10,0,LandWind,1,SEEDOT,100,2,4
encounter_slot,GameData::Encounter,10,0,LandStorm,1,LOTAD,60,3,4
encounter_slot,GameData::Encounter,10,0,LandStorm,2,SURSKIT,40,4,5
encounter_slot,GameData::Encounter,10,0,LandFog,1,RALTS,100,3,4
encounter_slot,GameData::Encounter,10,0,Water,1,MARILL,50,5,25
encounter_slot,GameData::Encounter,10,0,Water,2,LOTAD,20,10,15
encounter_slot,GameData::Encounter,10,0,Water,3,SURSKIT,20,10,25
encounter_slot,GameData::Encounter,10,0,Water,4,GOLDEEN,10,20,30
encounter_slot,GameData::Encounter,10,0,WaterSunny,1,FLETCHLING,100,10,30
encounter_slot,GameData::Encounter,10,0,WaterRain,1,WINGULL,85,10,30
encounter_slot,GameData::Encounter,10,0,WaterRain,2,PELIPPER,15,25,30
encounter_slot,GameData::Encounter,10,0,WaterWind,1,WINGULL,100,10,30
encounter_slot,GameData::Encounter,10,0,WaterFog,1,WINGULL,100,10,30
encounter_slot,GameData::Encounter,10,0,OldRod,1,MAGIKARP,70,5,10
encounter_slot,GameData::Encounter,10,0,OldRod,2,GOLDEEN,30,5,10
encounter_slot,GameData::Encounter,10,0,GoodRod,1,MAGIKARP,60,10,30
encounter_slot,GameData::Encounter,10,0,GoodRod,2,CORPHISH,20,10,30
encounter_slot,GameData::Encounter,10,0,GoodRod,3,GOLDEEN,20,10,30
encounter_slot,GameData::Encounter,10,0,SuperRod,1,CORPHISH,100,20,45
encounter_slot,GameData::Encounter,11,0,LandDay,1,ZIGZAGOON,60,2,4
encounter_slot,GameData::Encounter,11,0,LandDay,2,WINGULL,30,2,4
encounter_slot,GameData::Encounter,11,0,LandDay,3,POOCHYENA,10,2,4
encounter_slot,GameData::Encounter,11,0,LandMorning,1,ZIGZAGOON,60,2,4
encounter_slot,GameData::Encounter,11,0,LandMorning,2,POOCHYENA,30,2,4
encounter_slot,GameData::Encounter,11,0,LandMorning,3,WINGULL,10,2,4
encounter_slot,GameData::Encounter,11,0,LandNight,1,POOCHYENA,70,2,4
encounter_slot,GameData::Encounter,11,0,LandNight,2,ZIGZAGOON,20,2,4
encounter_slot,GameData::Encounter,11,0,LandNight,3,WINGULL,10,2,4
encounter_slot,GameData::Encounter,11,0,LandSunny,1,HOPPIP,100,2,4
encounter_slot,GameData::Encounter,11,0,LandRain,1,AZURILL,100,2,4
encounter_slot,GameData::Encounter,11,0,LandWind,1,HOPPIP,100,2,4
encounter_slot,GameData::Encounter,11,0,LandStorm,1,HOPPIP,100,2,4
encounter_slot,GameData::Encounter,11,0,Water,1,TENTACOOL,60,5,35
encounter_slot,GameData::Encounter,11,0,Water,2,WINGULL,35,10,30
encounter_slot,GameData::Encounter,11,0,Water,3,PELIPPER,5,25,30
encounter_slot,GameData::Encounter,11,0,WaterNight,1,TENTACOOL,60,5,35
encounter_slot,GameData::Encounter,11,0,WaterNight,2,STARYU,40,10,30
encounter_slot,GameData::Encounter,11,0,WaterSunny,1,WINGULL,100,25,25
encounter_slot,GameData::Encounter,11,0,WaterRain,1,PELIPPER,5,25,30
encounter_slot,GameData::Encounter,11,0,WaterWind,1,PELIPPER,5,25,30
encounter_slot,GameData::Encounter,11,0,WaterStorm,1,TENTACRUEL,60,5,35
encounter_slot,GameData::Encounter,11,0,WaterFog,1,WINGULL,35,10,30
encounter_slot,GameData::Encounter,11,0,OldRod,1,MAGIKARP,70,5,10
encounter_slot,GameData::Encounter,11,0,OldRod,2,TENTACOOL,30,5,10
encounter_slot,GameData::Encounter,11,0,GoodRod,1,MAGIKARP,60,10,30
encounter_slot,GameData::Encounter,11,0,GoodRod,2,TENTACOOL,20,10,30
encounter_slot,GameData::Encounter,11,0,GoodRod,3,WAILMER,20,10,30
encounter_slot,GameData::Encounter,11,0,SuperRod,1,WAILMER,60,25,45
encounter_slot,GameData::Encounter,11,0,SuperRod,2,SHARPEDO,40,30,34
encounter_slot,GameData::Encounter,12,0,Land,1,POOCHYENA,40,4,5
encounter_slot,GameData::Encounter,12,0,Land,2,MARILL,20,4,5
encounter_slot,GameData::Encounter,12,0,Land,3,WURMPLE,20,4,5
encounter_slot,GameData::Encounter,12,0,Land,4,TAILLOW,10,4,5
encounter_slot,GameData::Encounter,12,0,Land,5,WINGULL,10,3,5
encounter_slot,GameData::Encounter,12,0,Water,1,WINGULL,95,10,15
encounter_slot,GameData::Encounter,12,0,Water,2,PELIPPER,5,15,18
encounter_slot,GameData::Encounter,12,0,WaterNight,1,STARYU,55,10,15
encounter_slot,GameData::Encounter,12,0,WaterNight,2,TENTACOOL,45,10,15
encounter_slot,GameData::Encounter,12,0,OldRod,1,MAGIKARP,100,5,10
encounter_slot,GameData::Encounter,12,0,GoodRod,1,MAGIKARP,100,10,30
encounter_slot,GameData::Encounter,12,0,SuperRod,1,MAGIKARP,100,20,45
encounter_slot,GameData::Encounter,12,0,LandSunny,1,BUDEW,100,4,5
encounter_slot,GameData::Encounter,12,0,LandRain,1,SHROOMISH,60,4,4
encounter_slot,GameData::Encounter,12,0,LandRain,2,WINGULL,40,3,5
encounter_slot,GameData::Encounter,12,0,LandWind,1,TAILLOW,70,4,5
encounter_slot,GameData::Encounter,12,0,LandWind,2,PIDGEY,30,4,5
encounter_slot,GameData::Encounter,12,0,LandStorm,1,PICHU,100,3,4
encounter_slot,GameData::Encounter,12,0,LandFog,1,SHROOMISH,50,4,4
encounter_slot,GameData::Encounter,12,0,LandFog,2,WINGULL,30,3,5
encounter_slot,GameData::Encounter,12,0,LandFog,3,PICHU,20,3,4
encounter_slot,GameData::Encounter,12,0,WaterSunny,1,WINGULL,75,10,30
encounter_slot,GameData::Encounter,12,0,WaterSunny,2,HORSEA,25,15,25
encounter_slot,GameData::Encounter,12,0,WaterRain,1,PELIPPER,100,25,30
encounter_slot,GameData::Encounter,12,0,WaterWind,1,TAILLOW,50,15,30
encounter_slot,GameData::Encounter,12,0,WaterWind,2,WINGULL,50,15,30
encounter_slot,GameData::Encounter,12,0,WaterStorm,1,GYARADOS,100,25,30
encounter_slot,GameData::Encounter,12,0,WaterFog,1,PELIPPER,100,25,30
encounter_slot,GameData::Encounter,20,0,Land,1,POOCHYENA,40,4,5
encounter_slot,GameData::Encounter,20,0,Land,2,MARILL,20,4,5
encounter_slot,GameData::Encounter,20,0,Land,3,WURMPLE,20,4,5
encounter_slot,GameData::Encounter,20,0,Land,4,TAILLOW,10,4,5
encounter_slot,GameData::Encounter,20,0,Land,5,WINGULL,10,3,5
encounter_slot,GameData::Encounter,20,0,Land3,1,ORICORIO_3,50,4,5
encounter_slot,GameData::Encounter,20,0,Land3,2,POOCHYENA,20,4,5
encounter_slot,GameData::Encounter,20,0,Land3,3,WURMPLE,20,4,5
encounter_slot,GameData::Encounter,20,0,Land3,4,TAILLOW,10,4,5
encounter_slot,GameData::Encounter,20,0,Land1,1,MARILL,40,8,10
encounter_slot,GameData::Encounter,20,0,Land1,2,TAILLOW,30,11,12
encounter_slot,GameData::Encounter,20,0,Land1,3,POLIWAG,15,8,9
encounter_slot,GameData::Encounter,20,0,Land1,4,SPEAROW,15,9,10
encounter_slot,GameData::Encounter,20,0,LandSunny,1,SUNKERN,100,5,6
encounter_slot,GameData::Encounter,20,0,LandRain,1,POLIWAG,60,5,5
encounter_slot,GameData::Encounter,20,0,LandRain,2,WURMPLE,40,4,5
encounter_slot,GameData::Encounter,20,0,LandWind,1,SPEAROW,60,4,5
encounter_slot,GameData::Encounter,20,0,LandWind,2,TAILLOW,40,5,6
encounter_slot,GameData::Encounter,20,0,LandStorm,1,POLIWAG,100,5,5
encounter_slot,GameData::Encounter,20,0,LandFog,1,SPEAROW,60,4,5
encounter_slot,GameData::Encounter,20,0,LandFog,2,POLIWAG,40,4,5
encounter_slot,GameData::Encounter,20,0,Water,1,SURSKIT,55,20,25
encounter_slot,GameData::Encounter,20,0,Water,2,LOTAD,20,5,15
encounter_slot,GameData::Encounter,20,0,Water,3,MARILL,10,5,35
encounter_slot,GameData::Encounter,20,0,Water,4,MASQUERAIN,10,20,25
encounter_slot,GameData::Encounter,20,0,Water,5,LOMBRE,5,20,30
encounter_slot,GameData::Encounter,20,0,WaterSunny,1,HOPPIP,80,15,15
encounter_slot,GameData::Encounter,20,0,WaterSunny,2,BEAUTIFLY,20,20,25
encounter_slot,GameData::Encounter,20,0,WaterRain,1,MARILL,65,5,35
encounter_slot,GameData::Encounter,20,0,WaterRain,2,SURSKIT,20,20,25
encounter_slot,GameData::Encounter,20,0,WaterRain,3,AZUMARILL,15,20,35
encounter_slot,GameData::Encounter,20,0,WaterWind,1,HOPPIP,75,20,25
encounter_slot,GameData::Encounter,20,0,WaterWind,2,SKIPLOOM,25,20,30
encounter_slot,GameData::Encounter,20,0,WaterStorm,1,SKIPLOOM,100,20,30
encounter_slot,GameData::Encounter,20,0,WaterFog,1,WINGULL,100,25,35
encounter_slot,GameData::Encounter,20,0,OldRod,1,MAGIKARP,70,5,10
encounter_slot,GameData::Encounter,20,0,OldRod,2,CORPHISH,30,5,10
encounter_slot,GameData::Encounter,20,0,GoodRod,1,MAGIKARP,60,10,30
encounter_slot,GameData::Encounter,20,0,GoodRod,2,CORPHISH,20,10,30
encounter_slot,GameData::Encounter,20,0,GoodRod,3,GOLDEEN,20,10,30
encounter_slot,GameData::Encounter,20,0,SuperRod,1,CORPHISH,100,20,45
encounter_slot,GameData::Encounter,28,0,Cave,1,WHISMUR,100,5,8
encounter_slot,GameData::Encounter,28,0,Land,1,WHISMUR,50,10,12
encounter_slot,GameData::Encounter,28,0,Land,2,JIGGLYPUFF,45,12,13
encounter_slot,GameData::Encounter,28,0,Land,3,NOIBAT,5,12,14
encounter_slot,GameData::Encounter,28,0,RockSmash,1,GEODUDE,100,5,15
encounter_slot,GameData::Encounter,30,0,LandDay,1,WURMPLE,40,5,6
encounter_slot,GameData::Encounter,30,0,LandDay,2,SHROOMISH,20,5,6
encounter_slot,GameData::Encounter,30,0,LandDay,3,CASCOON,10,5,5
encounter_slot,GameData::Encounter,30,0,LandDay,4,SILCOON,10,5,5
encounter_slot,GameData::Encounter,30,0,LandDay,5,TAILLOW,10,5,6
encounter_slot,GameData::Encounter,30,0,LandDay,6,POOCHYENA,5,4,5
encounter_slot,GameData::Encounter,30,0,LandDay,7,SLAKOTH,5,5,6
encounter_slot,GameData::Encounter,30,0,LandMorning,1,WURMPLE,25,5,6
encounter_slot,GameData::Encounter,30,0,LandMorning,2,POOCHYENA,20,4,5
encounter_slot,GameData::Encounter,30,0,LandMorning,3,SHROOMISH,15,5,6
encounter_slot,GameData::Encounter,30,0,LandMorning,4,TAILLOW,15,5,6
encounter_slot,GameData::Encounter,30,0,LandMorning,5,CASCOON,10,5,5
encounter_slot,GameData::Encounter,30,0,LandMorning,6,SILCOON,10,5,5
encounter_slot,GameData::Encounter,30,0,LandMorning,7,SLAKOTH,5,5,6
encounter_slot,GameData::Encounter,30,0,LandNight,1,POOCHYENA,30,4,5
encounter_slot,GameData::Encounter,30,0,LandNight,2,HOOTHOOT,15,4,5
encounter_slot,GameData::Encounter,30,0,LandNight,3,SHROOMISH,15,5,6
encounter_slot,GameData::Encounter,30,0,LandNight,4,WURMPLE,15,5,6
encounter_slot,GameData::Encounter,30,0,LandNight,5,CASCOON,10,5,5
encounter_slot,GameData::Encounter,30,0,LandNight,6,SILCOON,10,5,5
encounter_slot,GameData::Encounter,30,0,LandNight,7,SLAKOTH,5,5,6
encounter_slot,GameData::Encounter,30,0,Land1,1,SLAKOTH,30,5,6
encounter_slot,GameData::Encounter,30,0,Land1,2,WURMPLE,30,5,6
encounter_slot,GameData::Encounter,30,0,Land1,3,PARAS,20,4,5
encounter_slot,GameData::Encounter,30,0,Land1,4,CASCOON,10,5,5
encounter_slot,GameData::Encounter,30,0,Land1,5,SILCOON,10,5,5
encounter_slot,GameData::Encounter,30,0,Land3,1,WURMPLE,30,5,6
encounter_slot,GameData::Encounter,30,0,Land3,2,CASCOON,20,8,9
encounter_slot,GameData::Encounter,30,0,Land3,3,SILCOON,20,8,9
encounter_slot,GameData::Encounter,30,0,Land3,4,BEAUTIFLY,15,10,10
encounter_slot,GameData::Encounter,30,0,Land3,5,DUSTOX,15,10,10
encounter_slot,GameData::Encounter,30,0,LandSunny,1,COTTONEE,100,5,6
encounter_slot,GameData::Encounter,30,0,LandRain,1,SHROOMISH,45,5,6
encounter_slot,GameData::Encounter,30,0,LandRain,2,POLIWAG,35,5,5
encounter_slot,GameData::Encounter,30,0,LandRain,3,WURMPLE,20,5,6
encounter_slot,GameData::Encounter,30,0,LandWind,1,TAILLOW,100,5,6
encounter_slot,GameData::Encounter,30,0,LandStorm,1,SHROOMISH,65,5,6
encounter_slot,GameData::Encounter,30,0,LandStorm,2,POLIWAG,35,5,5
encounter_slot,GameData::Encounter,30,0,LandFog,1,PHANTUMP,100,4,5
encounter_slot,GameData::Encounter,31,0,Land,1,POOCHYENA,25,6,8
encounter_slot,GameData::Encounter,31,0,Land,2,NINCADA,20,6,7
encounter_slot,GameData::Encounter,31,0,Land,3,TAILLOW,20,6,8
encounter_slot,GameData::Encounter,31,0,Land,4,WHISMUR,20,6,6
encounter_slot,GameData::Encounter,31,0,Land,5,ABRA,10,7,7
encounter_slot,GameData::Encounter,31,0,Land,6,SKITTY,5,7,8
encounter_slot,GameData::Encounter,31,0,Land2,1,GEODUDE,60,15,18
encounter_slot,GameData::Encounter,31,0,Land2,2,WHISMUR,20,10,16
encounter_slot,GameData::Encounter,31,0,Land2,3,TAILLOW,15,15,17
encounter_slot,GameData::Encounter,31,0,Land2,4,MUNCHLAX,5,14,14
encounter_slot,GameData::Encounter,31,0,LandNight,1,POOCHYENA,25,6,8
encounter_slot,GameData::Encounter,31,0,LandNight,2,HOOTHOOT,20,6,8
encounter_slot,GameData::Encounter,31,0,LandNight,3,NINCADA,20,6,7
encounter_slot,GameData::Encounter,31,0,LandNight,4,WHISMUR,20,6,6
encounter_slot,GameData::Encounter,31,0,LandNight,5,MEOWTH,15,7,8
encounter_slot,GameData::Encounter,31,0,LandSunny,1,SKITTY,100,4,5
encounter_slot,GameData::Encounter,31,0,LandRain,1,NINCADA,60,4,4
encounter_slot,GameData::Encounter,31,0,LandRain,2,WURMPLE,40,4,5
encounter_slot,GameData::Encounter,31,0,LandWind,1,SPEAROW,60,4,5
encounter_slot,GameData::Encounter,31,0,LandWind,2,WINGULL,40,3,5
encounter_slot,GameData::Encounter,31,0,LandStorm,1,SHINX,100,5,5
encounter_slot,GameData::Encounter,31,0,LandFog,1,ABRA,100,4,5
encounter_slot,GameData::Encounter,32,0,Cave,1,MAKUHITA,50,6,10
encounter_slot,GameData::Encounter,32,0,Cave,2,ZUBAT,30,7,8
encounter_slot,GameData::Encounter,32,0,Cave,3,ABRA,10,8,8
encounter_slot,GameData::Encounter,32,0,Cave,4,GEODUDE,10,6,9
encounter_slot,GameData::Encounter,34,0,Cave,1,ARON,40,9,11
encounter_slot,GameData::Encounter,34,0,Cave,2,ZUBAT,30,9,10
encounter_slot,GameData::Encounter,34,0,Cave,3,ABRA,10,9,9
encounter_slot,GameData::Encounter,34,0,Cave,4,MAKUHITA,10,10,11
encounter_slot,GameData::Encounter,34,0,Cave,5,SABLEYE,10,9,11
encounter_slot,GameData::Encounter,35,0,Cave,1,ARON,35,10,12
encounter_slot,GameData::Encounter,35,0,Cave,2,ZUBAT,30,10,11
encounter_slot,GameData::Encounter,35,0,Cave,3,ABRA,10,10,10
encounter_slot,GameData::Encounter,35,0,Cave,4,MAWILE,10,10,12
encounter_slot,GameData::Encounter,35,0,Cave,5,SABLEYE,10,10,12
encounter_slot,GameData::Encounter,35,0,Cave,6,NOSEPASS,5,12,14
encounter_slot,GameData::Encounter,35,0,RockSmash,1,GEODUDE,70,5,20
encounter_slot,GameData::Encounter,35,0,RockSmash,2,CARBINK,30,10,20
encounter_slot,GameData::Encounter,37,0,Water,1,TENTACOOL,60,5,35
encounter_slot,GameData::Encounter,37,0,Water,2,WINGULL,35,10,30
encounter_slot,GameData::Encounter,37,0,Water,3,PELIPPER,5,25,30
encounter_slot,GameData::Encounter,37,0,WaterNight,1,STARYU,60,10,30
encounter_slot,GameData::Encounter,37,0,WaterNight,2,TENTACOOL,40,5,35
encounter_slot,GameData::Encounter,37,0,WaterSunny,1,REMORAID,95,10,30
encounter_slot,GameData::Encounter,37,0,WaterSunny,2,OCTILLERY,5,25,30
encounter_slot,GameData::Encounter,37,0,OldRod,1,MAGIKARP,60,5,10
encounter_slot,GameData::Encounter,37,0,OldRod,2,TENTACOOL,30,5,10
encounter_slot,GameData::Encounter,37,0,OldRod,3,REMORAID,10,5,10
encounter_slot,GameData::Encounter,37,0,GoodRod,1,MAGIKARP,40,10,30
encounter_slot,GameData::Encounter,37,0,GoodRod,2,REMORAID,20,10,30
encounter_slot,GameData::Encounter,37,0,GoodRod,3,TENTACOOL,20,10,30
encounter_slot,GameData::Encounter,37,0,GoodRod,4,WAILMER,20,10,30
